Year	Author	Title	Data Collected	Neural Network	Task	Publication Name	Volume	Issue	Pages	DOI	Url	Abstract																				
2020	"Sethi, Sarab S.; Jones, Nick S.; Fulcher, Ben D.; Picinali, Lorenzo; Clink, Dena Jane; Klinck, Holger; Orme, C. David L.; Wrege, Peter H.; Ewers, Robert M."	Characterizing soundscapes across diverse ecosystems using a universal acoustic feature set	Sound	CNN	Modeling	Proceedings of the National Academy of Sciences	117	29	17049-17055	10.1073/pnas.2004702117	https://www.pnas.org/doi/10.1073/pnas.2004702117	"Significance  Human pressures are causing natural ecosystems to change at an unprecedented rate. Understanding these changes is important (e.g., to inform policy decisions), but we are hampered by the slow, labor-intensive nature of traditional ecological surveys. In this study, we show that automated analysis of the sounds of an ecosystem—its soundscape—enables rapid and scalable ecological monitoring. We used a neural network to calculate fingerprints of soundscapes from a variety of ecosystems. From these acoustic fingerprints we could accurately predict habitat quality and biodiversity across multiple scales and automatically identify anomalous sounds such as gunshots and chainsaws. Crucially, our approach generalized well across ecosystems, offering promise as a backbone technology for global monitoring efforts."																				
2020	"Sevillano, Víctor; Holt, Katherine; Aznarte, José L."	Precise automatic classification of 46 different pollen types with convolutional neural networks	Images	CNN	Classification	PLOS ONE	15	6	e0229751	10.1371/journal.pone.0229751	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0229751	"In palynology, the visual classification of pollen grains from different species is a hard task which is usually tackled by human operators using microscopes. Many industries, including medical and pharmaceutical, rely on the accuracy of this manual classification process, which is reported to be around 67%. In this paper, we propose a new method to automatically classify pollen grains using deep learning techniques that improve the correct classification rates in images not previously seen by the models. Our proposal manages to properly classify up to 98% of the examples from a dataset with 46 different classes of pollen grains, produced by the Classifynder classification system. This is an unprecedented result which surpasses all previous attempts both in accuracy and number and difficulty of taxa under consideration, which include types previously considered as indistinguishable."																				
2020	"Shepley, Andrew; Falzon, Greg; Meek, Paul; Kwan, Paul"	Location Invariant Animal Recognition Using Mixed Source Datasets and Deep Learning	Images	CNN	Classification	bioRxiv				10.1101/2020.05.13.094896	http://biorxiv.org/lookup/doi/10.1101/2020.05.13.094896	"A time-consuming challenge faced by camera trap practitioners all over the world is the extraction of meaningful data from images to inform ecological management. The primary methods of image processing used by practitioners includes manual analysis and citizen science. An increasingly popular alternative is automated image classification software. However, most automated solutions are not sufficiently robust to be deployed on a large scale. Key challenges include limited access to images for each species and lack of location invariance when transferring models between sites. This prevents optimal use of ecological data and results in significant expenditure of time and resources to annotate and retrain deep learning models. In this study, we aimed to (a) assess the value of publicly available non-iconic FlickR images in the training of deep learning models for camera trap object detection, (b) develop an out-of-the-box location invariant automated camera trap image processing solution for ecologist using deep transfer learning and (c) explore the use of small subsets of camera trap images in optimisation of a FlickR trained deep learning model for high precision ecological object detection. We collected and annotated a dataset of images of “pigs” ( Sus scrofa and Phacochoerus africanus) from the consumer image sharing website FlickR. These images were used to achieve transfer learning using a RetinaNet model in the task of object detection. We compared the performance of this model to the performance of models trained on combinations of camera trap images obtained from five different projects, each characterised by 5 different geographical regions. Furthermore, we explored optimisation of the FlickR model via infusion of small subsets of camera trap images to increase robustness in difficult images. In most cases, the mean Average Precision (mAP) of the FlickR trained model when tested on out of sample camera trap sites (67.21-91.92%) was significantly higher than the mAP achieved by models trained on only one geographical location (4.42-90.8%) and rivalled the mAP of models trained on mixed camera trap datasets (68.96-92.75%). The infusion of camera trap images into the FlickR training further improved AP by 5.10-22.32% to 83.60-97.02%. Ecology researchers can use FlickR images in the training of automated deep learning solutions for camera trap image processing to significantly reduce time and resource expenditure by allowing the development of location invariant, highly robust out-of-the-box solutions. This would allow AI technologies to be deployed on a large scale in ecological applications."																				
2020	"Shiu, Yu; Palmer, K. J.; Roch, Marie A.; Fleishman, Erica; Liu, Xiaobai; Nosal, Eva-Marie; Helble, Tyler; Cholewiak, Danielle; Gillespie, Douglas; Klinck, Holger"	Deep neural networks for automated detection of marine mammal species	Sound	"CNN, RNN"	Classification	Scientific Reports	10	1	607	10.1038/s41598-020-57549-y	https://www.nature.com/articles/s41598-020-57549-y	"Deep neural networks have advanced the field of detection and classification and allowed for effective identification of signals in challenging data sets. Numerous time-critical conservation needs may benefit from these methods. We developed and empirically studied a variety of deep neural networks to detect the vocalizations of endangered North Atlantic right whales (Eubalaena glacialis). We compared the performance of these deep architectures to that of traditional detection algorithms for the primary vocalization produced by this species, the upcall. We show that deep-learning architectures are capable of producing false-positive rates that are orders of magnitude lower than alternative algorithms while substantially increasing the ability to detect calls. We demonstrate that a deep neural network trained with recordings from a single geographic region recorded over a span of days is capable of generalizing well to data from multiple years and across the species’ range, and that the low false positives make the output of the algorithm amenable to quality control for verification. The deep neural networks we developed are relatively easy to implement with existing software, and may provide new insights applicable to the conservation of endangered species."																				
2020	"Siekiera, Julia; Kramer, Stefan"	Deep Unsupervised Identification of Selected SNPs between Adapted Populations on Pool-seq Data	Molecular	CNN	Classification	"arXiv:2101.00004 [cs, q-bio]"				10.48550/arXiv.2101.00004	http://arxiv.org/abs/2101.00004	"The exploration of selected single nucleotide polymorphisms (SNPs) to identify genetic diversity between different sequencing population pools (Pool-seq) is a fundamental task in genetic research. As underlying sequence reads and their alignment are error-prone and univariate statistical solutions only take individual positions of the genome into account, the identification of selected SNPs remains a challenging process. Deep learning models like convolutional neural networks (CNNs) are able to consider large input areas in their decisions. We suggest an unsupervised pipeline to be independent of a rarely known ground truth. We train a supervised discriminator CNN to distinguish alignments from different populations and utilize the model for unsupervised SNP calling by applying explainable artificial intelligence methods. Our proposed multivariate method is based on two main assumptions: We assume (i) that instances having a high predictive certainty of being distinguishable are likely to contain genetic variants, and (ii) that selected SNPs are located at regions with input features having the highest influence on the model's decision process. We directly compare our method with statistical results on two different Pool-seq datasets and show that our solution is able to extend statistical results"																				
2020	"Sil, Sanchita; Mukherjee, Ria; Kumbhar, Dipak; Reghu, Dhanya; Shrungar, Divya; Kumar, Nallaperumal Shunmuga; Singh, Upendra Kumar; Umapathy, Siva"	Raman spectroscopy and artificial intelligence open up accurate detection of pathogens from DNA-based sub-species level classification	Other	CNN	Classification	Journal of Raman Spectroscopy	52	12	2648-2659	10.1002/jrs.6115	https://onlinelibrary.wiley.com/doi/abs/10.1002/jrs.6115	"Genomic deoxyribounucleic acid (DNA) extracted from Brucella and Bacillus genera including Bacillus anthracis was investigated for the first time using Raman spectroscopy coupled with deep learning technique. Since DNA sequence is unique and independent of growth phases of bacteria, Raman spectroscopy can be a potential molecular diagnostic tool to identify different pathogens. Additionally, pure cellular components such as DNA provide pure Raman spectra and are not corrupted by spectral features from other cell components which is usually the case in whole organism detection. In this work, 15 DNA samples (two from Brucella genus and 13 from Bacillus genus) were studied. Raman signatures revealed unique features for Brucella and Bacillus genus bacteria. We propose an artificial intelligence (AI) based method, convolutional neural network (CNN) to discriminate all 15 DNA samples. The results reveal that Bacillus anthracis has distinct Raman DNA signatures compared to Bacillus cereus and Bacillus thuringiensis and could be discriminated from the latter two using principal component analysis (PCA), hierarchical cluster analysis (HCA), principal component-linear discriminant analysis (PC-LDA). In addition to these multivariate analysis techniques, we show that using convolutional neural network (CNN) architecture all 15 DNA samples could be discriminated with 100% accuracy."																				
2020	"Sulc, Milan; Picek, Lukas; Matas, Jiri; Jeppesen, Thomas S.; Heilmann-Clausen, Jacob"	Fungi Recognition: A Practical Use Case	Images	CNN	Classification	2020 IEEE Winter Conference on Applications of Computer Vision (WACV)			2305-2313	10.1109/WACV45572.2020.9093624	https://ieeexplore.ieee.org/document/9093624/	"The paper presents a system for visual recognition of 1394 fungi species based on deep convolutional neural networks and its deployment in a citizen-science project. The system allows users to automatically identify observed specimens, while providing valuable data to biologists and computer vision researchers. The underlying classification method scored first in the FGVCx Fungi Classification Kaggle competition organized in connection with the Fine-Grained Visual Categorization (FGVC) workshop at CVPR 2018. We describe our winning submission and evaluate all technicalities that increased the recognition scores, and discuss the issues related to deployment of the system via the web- and mobile- interfaces"																				
2020	"Sumruayphol, Suchada; Siribat, Praphaiphat; Dujardin, Jean-Pierre; Dujardin, Sébastien; Komalamisra, Chalit; Thaenkham, Urusa"	"Fasciola gigantica, F. hepatica and Fasciola intermediate forms: geometric morphometrics and an artificial neural network to help morphological identification"	"Images, Other"	DNN	Classification	PeerJ	8		e8597	10.7717/peerj.8597	https://peerj.com/articles/8597	"Background Fasciola hepatica and F. gigantica cause fascioliasis in both humans and livestock. Some adult specimens of Fasciola sp. referred to as “intermediate forms” based on their genetic traits, are also frequently reported. Simple morphological criteria are unreliable for their specific identification. In previous studies, promising phenotypic identification scores were obtained using morphometrics based on linear measurements (distances, angles, curves) between anatomical features. Such an approach is commonly termed “traditional” morphometrics, as opposed to “modern” morphometrics, which is based on the coordinates of anatomical points. Methods Here, we explored the possible improvements that modern methods of morphometrics, including landmark-based and outline-based approaches, could bring to solving the problem of the non-molecular identification of these parasites. F. gigantica and Fasciola intermediate forms suitable for morphometric characterization were selected from Thai strains following their molecular identification. Specimens of F. hepatica were obtained from the Liverpool School of Tropical Medicine (UK). Using these three taxa, we tested the taxonomic signal embedded in traditional linear measurements versus the coordinates of anatomical points (landmark- and outline-based approaches). Various statistical techniques of validated reclassification were used, based on either the shortest Mahalanobis distance, the maximum likelihood, or the artificial neural network method. Results Our results revealed that both traditional and modern morphometric approaches can help in the morphological identification of Fasciola sp. We showed that the accuracy of the traditional approach could be improved by selecting a subset of characters among the most contributive ones. The influence of size on discrimination by shape was much more important in traditional than in modern analyses. In our study, the modern approach provided different results according to the type of data: satisfactory when using pseudolandmarks (outlines), less satisfactory when using landmarks. The different reclassification methods provided approximately similar scores, with a special mention to the neural network, which allowed improvements in accuracy by combining data from both morphometric approaches. Conclusion We conclude that morphometrics, whether traditional or modern, represent a valuable tool to assist in Fasciola species recognition. The general level of accuracy is comparable among the various methods, but their demands on skills and time differ. Based on the outline method, our study could provide the first description of the shape differences between species, highlighting the more globular contours of the intermediate forms."																				
2020	"Sundaram, Divya Meena; Loganathan, Agilandeeswari"	A new supervised clustering framework using multi discriminative parts and expectation-maximization approach for a fine-grained animal breed classification (SC-MPEM)	Images	CNN	Classification	Neural Processing Letters	52	1	727–766	10.1007/s11063-020-10246-3	https://doi.org/10.1007/s11063-020-10246-3	"Fine-grained image classification is active research in the field of computer vision. Specifically, animal breed classification is an arduous task due to the challenges in camera traps images like occlusion, camouflage, poor illumination, pose variation, etc. In this paper, we propose a fine-grained animal breed classification model using supervised clustering based on Multi Part-Convolutional Neural Network (MP-CNN) and Expectation–Maximization (EM) clustering. The proposed model follows a straightforward pipeline that combines the deep feature extraction using the CNN pre-trained on ImageNet and classifies unsupervised data using EM clustering. Further, we also propose a multi discriminative part selection and detection for the precise classification of animal breeds without using bounding box and annotations on both training and testing phases. The model is tested on several benchmark datasets for animals, including the largest camera trap Snapshot Serengeti dataset and has achieved a cumulative accuracy of 98.4%. The results from the proposed model strengthen the belief that supervised training of deep CNN on a large and versatile dataset, extracts better features than most of the traditional approaches, even for the unsupervised tasks."																				
2020	"Tabak, Michael A.; Norouzzadeh, Mohammad S.; Wolfson, David W.; Newton, Erica J.; Boughton, Raoul K.; Ivan, Jacob S.; Odell, Eric A.; Newkirk, Eric S.; Conrey, Reesa Y.; Stenglein, Jennifer; Iannarilli, Fabiola; Erb, John; Brook, Ryan K.; Davis, Amy J.; Lewis, Jesse; Walsh, Daniel P.; Beasley, James C.; VerCauteren, Kurt C.; Clune, Jeff; Miller, Ryan S."	Improving the accessibility and transferability of machine learning algorithms for identification of animals in camera trap images: MLWIC2	Images	CNN	Classification	Ecology and Evolution	10	19	10374-10383	10.1002/ece3.6692	https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.6692	"Motion-activated wildlife cameras (or “camera traps”) are frequently used to remotely and noninvasively observe animals. The vast number of images collected from camera trap projects has prompted some biologists to employ machine learning algorithms to automatically recognize species in these images, or at least filter-out images that do not contain animals. These approaches are often limited by model transferability, as a model trained to recognize species from one location might not work as well for the same species in different locations. Furthermore, these methods often require advanced computational skills, making them inaccessible to many biologists. We used 3 million camera trap images from 18 studies in 10 states across the United States of America to train two deep neural networks, one that recognizes 58 species, the “species model,” and one that determines if an image is empty or if it contains an animal, the “empty-animal model.” Our species model and empty-animal model had accuracies of 96.8% and 97.3%, respectively. Furthermore, the models performed well on some out-of-sample datasets, as the species model had 91% accuracy on species from Canada (accuracy range 36%–91% across all out-of-sample datasets) and the empty-animal model achieved an accuracy of 91%–94% on out-of-sample datasets from different continents. Our software addresses some of the limitations of using machine learning to classify images from camera traps. By including many species from several locations, our species model is potentially applicable to many camera trap studies in North America. We also found that our empty-animal model can facilitate removal of images without animals globally. We provide the trained models in an R package (MLWIC2: Machine Learning for Wildlife Image Classification in R), which contains Shiny Applications that allow scientists with minimal programming experience to use trained models and train new models in six neural network architectures with varying depths."																				
2020	"Tang, Hui; Wang, Bin; Chen, Xin"	Deep learning techniques for automatic butterfly segmentation in ecological images	Images	"CNN, VAE"	Classification	Computers and Electronics in Agriculture	178		105739	10.1016/j.compag.2020.105739	https://www.sciencedirect.com/science/article/pii/S0168169920313491	"Automatic identification of butterfly species has attracted more and more attention due to the increasing demand for the accuracy and timeliness of butterfly species identification. Since the butterfly images we captured are usually ecological images, which not only have butterflies but also contain many irrelevant objects, such as leaves, flowers and other complex backgrounds. Therefore, segmenting butterflies from their ecological images is an issue that needs to be addressed prior to the tasks of identification and the segmentation quality directly affects the identification effect. However, the huge differences in butterflies, and the complexity of the natural environment make it very challenging to accurately segment butterflies from ecological images. Deep learning based methods are more promising for butterfly ecological image segmentation than traditional methods because they have powerful feature learning and representation ability. However, butterfly segmentation is still challenging when complex background interference occurs in images. To address this issue, we propose a dilated encoder network to capture more high-level features and get high-resolution output, which is both lightweight and accurate for automatic butterfly ecological image segmentation. In addition, we adopt the dice coefficient loss function to better balance the butterfly and non-butterfly regions. Experimental results on the public Leeds Butterfly dataset demonstrate that our method outperforms the state-of-the-art deep learning based image segmentation approaches."																				
2020	"Terry, J. Christopher D.; Roy, Helen E.; August, Tom A."	Thinking like a naturalist: Enhancing computer vision of citizen science images by harnessing contextual data	Images	CNN	Classification	Methods in Ecology and Evolution	11	2	303-315	10.1111/2041-210X.13335	https://onlinelibrary.wiley.com/doi/abs/10.1111/2041-210X.13335	"The accurate identification of species in images submitted by citizen scientists is currently a bottleneck for many data uses. Machine learning tools offer the potential to provide rapid, objective and scalable species identification for the benefit of many aspects of ecological science. Currently, most approaches only make use of image pixel data for classification. However, an experienced naturalist would also use a wide variety of contextual information such as the location and date of recording. Here, we examine the automated identification of ladybird (Coccinellidae) records from the British Isles submitted to the UK Ladybird Survey, a volunteer-led mass participation recording scheme. Each image is associated with metadata; a date, location and recorder ID, which can be cross-referenced with other data sources to determine local weather at the time of recording, habitat types and the experience of the observer. We built multi-input neural network models that synthesize metadata and images to identify records to species level. We show that machine learning models can effectively harness contextual information to improve the interpretation of images. Against an image-only baseline of 48.2%, we observe a 9.1 percentage-point improvement in top-1 accuracy with a multi-input model compared to only a 3.6% increase when using an ensemble of image and metadata models. This suggests that contextual data are being used to interpret an image, beyond just providing a prior expectation. We show that our neural network models appear to be utilizing similar pieces of evidence as human naturalists to make identifications. Metadata is a key tool for human naturalists. We show it can also be harnessed by computer vision systems. Contextualization offers considerable extra information, particularly for challenging species, even within small and relatively homogeneous areas such as the British Isles. Although complex relationships between disparate sources of information can be profitably interpreted by simple neural network architectures, there is likely considerable room for further progress. Contextualizing images has the potential to lead to a step change in the accuracy of automated identification tools, with considerable benefits for large-scale verification of submitted records."																				
2020	"Thompson, Peter; Brink, Willie"	Image identification of Protea species with attributes and subgenus scaling	Images	CNN	Classification	2020 IEEE Winter Conference on Applications of Computer Vision (WACV)			2094-2102	10.1109/WACV45572.2020.9093641	https://ieeexplore.ieee.org/document/9093641/	"The flowering plant genus Protea is a dominant representative for the biodiversity of the Cape Floristic Region in South Africa, and from a conservation point of view important to monitor. The recent surge in popularity of crowd-sourced wildlife monitoring platforms presents both challenges and opportunities for automatic image based species identification. We consider the problem of identifying the Protea species in a given image with additional (but optional) attributes linked to the observation, such as location and date. We collect training and test data from a crowd-sourced platform, and find that the Protea identification problem is exacerbated by considerable inter-class similarity, data scarcity, class imbalance, as well as large variations in image quality, composition and background. Our proposed solution consists of three parts. The first part incorporates a variant of multi-region attention into a pretrained convolutional neural network, to focus on the flower-head in the image. The second part performs coarser-grained classification on subgenera (superclasses) and then rescales the output of the first part. The third part conditions a probabilistic model on the additional attributes associated with the observation. We perform an ablation study on the proposed model and its constituents, and find that all three components together outperform our baselines and all other variants quite significantly."																				
2020	"Tiwari, Shamik"	A Comparative Study of Deep Learning Models With Handcraft Features and Non-Handcraft Features for Automatic Plant Species Identification	"Images, Other"	"DNN, CNN"	Classification	International Journal of Agricultural and Environmental Information Systems (IJAEIS)	11	2	44-57	10.4018/IJAEIS.2020040104	https://www.igi-global.com/gateway/article/249691	"The classification of plants is one of the most important aims for botanists since plants have a significant part in the natural life cycle. In this work, a leaf-based automatic plant classification framework is investigated. The aim is to compare two different deep learning approaches named Deep Ne..."																				
2020	"Torrisi, Mirko; Pollastri, Gianluca; Le, Quan"	Deep learning methods in protein structure prediction	NA	NA	Review	Computational and Structural Biotechnology Journal	18		1301-1310	10.1016/j.csbj.2019.12.011	https://www.sciencedirect.com/science/article/pii/S2001037019304441	"Protein Structure Prediction is a central topic in Structural Bioinformatics. Since the ’60s statistical methods, followed by increasingly complex Machine Learning and recently Deep Learning methods, have been employed to predict protein structural information at various levels of detail. In this review, we briefly introduce the problem of protein structure prediction and essential elements of Deep Learning (such as Convolutional Neural Networks, Recurrent Neural Networks and basic feed-forward Neural Networks they are founded on), after which we discuss the evolution of predictive methods for one-dimensional and two-dimensional Protein Structure Annotations, from the simple statistical methods of the early days, to the computationally intensive highly-sophisticated Deep Learning algorithms of the last decade. In the process, we review the growth of the databases these algorithms are based on, and how this has impacted our ability to leverage knowledge about evolution and co-evolution to achieve improved predictions. We conclude this review outlining the current role of Deep Learning techniques within the wider pipelines to predict protein structures and trying to anticipate what challenges and opportunities may arise next."																				
2020	"Troumbis, Ioannis A.; Tsekouras, George E.; Tsimikas, John; Kalloniatis, Christos; Haralambopoulos, Dias"	A Chebyshev polynomial feedforward neural network trained by differential evolution and its application in environmental case studies	Environmental	Other	Regression	Environmental Modelling & Software	126		104663	10.1016/j.envsoft.2020.104663	https://www.sciencedirect.com/science/article/pii/S1364815218309538	"This paper introduces a polynomial feedforward neural network based on Chebyshev polynomials able to effectively model non-linear and highly complex environmental data. The data sets were cautiously selected from the fields of biology, ecology, climate, and environmental management, and economics as to represent a scientifically meaningful and consistent corpus of disparate domains of intensive focus and interest in current ecological/environmental research, covering issues related to body growth/age, biomass production, energy efficiency/consumption, and ecology/geographic extension. The proposed network uses a number of layers to estimate the output in terms of a weighted sum of truncated Chebyshev series expansions applied to linear combinations of the input variables, and it is trained by the differential evolution algorithm. Its performance was compared to three neural networks. First, a polynomial feedforward network that uses Hermite polynomials as activation function in the hidden nodes; second, a radial basis function neural network; third, a Takagi-Sugeno-Kang neuro-fuzzy network. All the above networks were trained by evolutionary optimization algorithms. The comparison was carried out by standard criteria such as the root mean square error and the mean absolute error. Moreover, a non-parametric Kruskal-Wallis statistical test used to compare the median values of the root mean square errors between methods. The main experimental outcomes are: (a) the network's efficiency improves for higher polynomial orders, (b) the statistical analysis suggests that the proposed network appears to be very competitive to the other three networks."																				
2020	"van Dam, Elsbeth A.; Noldus, Lucas P.J.J.; van Gerven, Marcel A.J."	Deep learning improves automated rodent behavior recognition within a specific experimental setup	Video	CNN	Classification	Journal of Neuroscience Methods	332		108536	10.1016/j.jneumeth.2019.108536	https://linkinghub.elsevier.com/retrieve/pii/S0165027019303930	"Automated observation and analysis of rodent behavior is important to facilitate research progress in neuroscience and pharmacology. Available automated systems lack adaptivity and can benefit from advances in AI. In this work we compare a state-of-the-art conventional rat behavior recognition (RBR) system to an advanced deep learning method and evaluate its performance within and across experimental setups. We show that using a multi-fiber network (MF-Net) in conjunction with data augmentation strategies within-setup dataset performance improves over the conventional RBR system. Two new methods for video augmentation were used: video cutout and dynamic illumination change. However, we also show that improvements do not transfer to videos in different experimental setups, for which we discuss possible causes and cures."																				
2020	"Verly Lopes, Dercilio Junior; Burgreen, Greg W.; Entsminger, Edward D."	North American Hardwoods Identification Using Machine-Learning	Images	CNN	Classification	Forests	11	3	298	10.3390/f11030298	https://www.mdpi.com/1999-4907/11/3/298	"This technical note determines the feasibility of using an InceptionV4_ResNetV2 convolutional neural network (CNN) to correctly identify hardwood species from macroscopic images. The method is composed of a commodity smartphone fitted with a 14_ macro lens for photography. The end-grains of ten different North American hardwood species were photographed to create a dataset of 1869 images. The stratified 5-fold cross-validation machine-learning method was used, in which the number of testing samples varied from 341 to 342. Data augmentation was performed on-the-fly for each training set by rotating, zooming, and flipping images. It was found that the CNN could correctly identify hardwood species based on macroscopic images of its end-grain with an adjusted accuracy of 92.60%. With the current growing of machine-learning field, this model can then be readily deployed in a mobile application for field wood identification."																				
2020	"Vilasini, M.; Ramamoorthy, P."	CNN Approaches for Classification of Indian Leaf Species Using Smartphones	Images	"DNN, CNN"	Classification	"Computers, Materials & Continua"				10.32604/cmc.2020.08857	https://www.techscience.com/cmc/v62n3/38365	"Leaf species identification leads to multitude of societal applications. There is enormous research in the lines of plant identification using pattern recognition. With the help of robust algorithms for leaf identification, rural medicine has the potential to reappear as like the previous decades. This paper discusses CNN based approaches for Indian leaf species identification from white background using smartphones. Variations of CNN models over the features like traditional shape, texture, color and venation apart from the other miniature features of uniformity of edge patterns, leaf tip, margin and other statistical features are explored for efficient leaf classification."																				
2020	"Villon, Sébastien; Mouillot, David; Chaumont, Marc; Subsol, Gérard; Claverie, Thomas; Villéger, Sébastien"	A new method to control error rates in automated species identification with deep learning algorithms	Video	CNN	Classification	Scientific Reports	10	1	10972	10.1038/s41598-020-67573-7	http://www.nature.com/articles/s41598-020-67573-7	"Processing data from surveys using photos or videos remains a major bottleneck in ecology. Deep Learning Algorithms (DLAs) have been increasingly used to automatically identify organisms on images. However, despite recent advances, it remains difficult to control the error rate of such methods. Here, we proposed a new framework to control the error rate of DLAs. More precisely, for each species, a confidence threshold was automatically computed using a training dataset independent from the one used to train the DLAs. These species-specific thresholds were then used to post-process the outputs of the DLAs, assigning classification scores to each class for a given image including a new class called “unsure”. We applied this framework to a study case identifying 20 fish species from 13,232 underwater images on coral reefs. The overall rate of species misclassification decreased from 22% with the raw DLAs to 2.98% after post-processing using the thresholds defined to minimize the risk of misclassification. This new framework has the potential to unclog the bottleneck of information extraction from massive digital data while ensuring a high level of accuracy in biodiversity assessment."																				
2020	"Wagner, Fabien H.; Dalagnol, Ricardo; Tagle Casapia, Ximena; Streher, Annia S.; Phillips, Oliver L.; Gloor, Emanuel; Aragão, Luiz E. O. C."	Regional Mapping and Spatial Distribution Analysis of Canopy Palms in an Amazon Forest Using Deep Learning and VHR Images	Other	CNN	Modeling	Remote Sensing	12	14	2225	10.3390/rs12142225	https://www.mdpi.com/2072-4292/12/14/2225	"Mapping plant species at the regional scale to provide information for ecologists and forest managers is a challenge for the remote sensing community. Here, we use a deep learning algorithm called U-net and very high-resolution multispectral images (0.5 m) from GeoEye satellite to identify, segment and map canopy palms over _3000 km 2 of Amazonian forest. The map was used to analyse the spatial distribution of canopy palm trees and its relation to human disturbance and edaphic conditions. The overall accuracy of the map was 95.5% and the F1-score was 0.7. Canopy palm trees covered 6.4% of the forest canopy and were distributed in more than two million patches that can represent one or more individuals. The density of canopy palms is affected by human disturbance. The post-disturbance density in secondary forests seems to be related to the type of disturbance, being higher in abandoned pasture areas and lower in forests that have been cut once and abandoned. Additionally, analysis of palm trees’ distribution shows that their abundance is controlled naturally by local soil water content, avoiding both flooded and waterlogged areas near rivers and dry areas on the top of the hills. They show two preferential habitats, in the low elevation above the large rivers, and in the slope directly below the hill tops. Overall, their distribution over the region indicates a relatively pristine landscape, albeit within a forest that is critically endangered because of its location between two deforestation fronts and because of illegal cutting. New tree species distribution data, such as the map of all adult canopy palms produced in this work, are urgently needed to support Amazon species inventory and to understand their distribution and diversity."																				
2020	"Wang, Hongda; Ceylan Koydemir, Hatice; Qiu, Yunzhe; Bai, Bijie; Zhang, Yibo; Jin, Yiyin; Tok, Sabiha; Yilmaz, Enis Cagatay; Gumustekin, Esin; Rivenson, Yair; Ozcan, Aydogan"	Early detection and classification of live bacteria using time-lapse coherent imaging and deep learning	Images	CNN	Classification	Light: Science & Applications	9	1	118	10.1038/s41377-020-00358-9	https://www.nature.com/articles/s41377-020-00358-9	"Early identification of pathogenic bacteria in food, water, and bodily fluids is very important and yet challenging, owing to sample complexities and large sample volumes that need to be rapidly screened. Existing screening methods based on plate counting or molecular analysis present various tradeoffs with regard to the detection time, accuracy/sensitivity, cost, and sample preparation complexity. Here, we present a computational live bacteria detection system that periodically captures coherent microscopy images of bacterial growth inside a 60-mm-diameter agar plate and analyses these time-lapsed holograms using deep neural networks for the rapid detection of bacterial growth and the classification of the corresponding species. The performance of our system was demonstrated by the rapid detection of Escherichia coli and total coliform bacteria (i.e., Klebsiella aerogenes and Klebsiella pneumoniae subsp. pneumoniae) in water samples, shortening the detection time by >12_h compared to the Environmental Protection Agency (EPA)-approved methods. Using the preincubation of samples in growth media, our system achieved a limit of detection (LOD) of ~1 colony forming unit (CFU)/L in ≤9_h of total test time. This platform is highly cost-effective (~$0.6/test) and has high-throughput with a scanning speed of 24_cm2/min over the entire plate surface, making it highly suitable for integration with the existing methods currently used for bacteria detection on agar plates. Powered by deep learning, this automated and cost-effective live bacteria detection platform can be transformative for a wide range of applications in microbiology by significantly reducing the detection time and automating the identification of colonies without labelling or the need for an expert."																				
2020	"Wang, Kaidi; Chen, Lei; Ma, Xiangyun; Ma, Lina; Chou, Keng C.; Cao, Yankai; Khan, Izhar U. H.; Gölz, Greta; Lu, Xiaonan"	Arcobacter Identification and Species Determination Using Raman Spectroscopy Combined with Neural Networks	Other	CNN	Classification	Applied and Environmental Microbiology	86	20	e00924-20	10.1128/AEM.00924-20	https://journals.asm.org/doi/10.1128/AEM.00924-20	"Rapid identification of bacterial pathogens is critical for developing an early warning system and performing epidemiological investigation. Arcobacter  is an emerging foodborne pathogen and has become more important in recent decades. The incidence of Arcobacter  species in the agro-ecosystem is probably underestimated mainly due to the limitation in the available detection and characterization techniques. Raman spectroscopy combined with machine learning can accurately identify Arcobacter  at the species level in a rapid and reliable manner, providing a promising tool for epidemiological surveillance of this microbe in the agri-food chain. The knowledge elicited from this study has the potential to be used for routine bacterial screening and diagnostics by the government, food industry, and clinics."																				
